,old_name,modern_name,type_of_rule,modern_country,wikipage,wikibase,description,instance_of,inception,dissolved,religion,geoLoc,capital
700,Sachsen-Wittenberg,Sachsen-Wittenberg,['Herzogtum'],['DE-ST'],<wptools.page.WPToolsPage object at 0x7f2a2649acd0>,Q693562,"medieval duchy of the Holy Roman Empire centered at Wittenberg, which emerged after the dissolution of the stem duchy of Saxony",state in the Holy Roman Empire,+1296-01-01T00:00:00Z,+1356-01-01T00:00:00Z,,,Lutherstadt Wittenberg
701,Sachsen-Zeitz,Sachsen-Zeitz,['Herzogtum'],['DE-ST'],<wptools.page.WPToolsPage object at 0x7f2a264a4f50>,Q541169,,secundogeniture,+1657-01-01T00:00:00Z,+1718-01-01T00:00:00Z,,,Zeitz
702,Salm (Adelsgeschlecht),Salm,['Grafschaft'],"['DE-NW', 'BE', 'LU', 'FR']",<wptools.page.WPToolsPage object at 0x7f2a264a4750>,Q643591,noble family,noble family,,,,,
703,Sayn-Hachenburg,Sayn-Hachenburg,['Grafschaft'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a264a40d0>,Q544619,countship,countship,+1648-01-01T00:00:00Z,,,,
704,Sayn-Wittgenstein,Sayn-Wittgenstein,['Grafschaft'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a2649a490>,Q702646,noble family,genealogical family,+1384-00-00T00:00:00Z,+1607-00-00T00:00:00Z,,,
705,Schaffhausen,Schaffhausen,"['Freie Reichsstadt', 'Reichsstadt']",['CH'],<wptools.page.WPToolsPage object at 0x7f2a264aaf50>,Q9009,"Swiss city, capital of the canton of Schaffhausen",municipality of Switzerland,+1080-00-00T00:00:00Z,,,"(8.63386, 47.69653)",
706,Schloss Dyck,Dyck,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a264aaf90>,Q882853,château,château,,,,"(6.557361, 51.141944)",
707,Schloss Eglingen,Eglingen,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a264aae90>,Q17461439,"building in Dischingen, Stuttgart Government Region, Bade-Württemberg, Germany",château,,,,"(10.4351, 48.7155)",
708,Schloss Ettenheim,Ettenheim,['Fürstentum'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a264aaad0>,Q1640847,château,château,,,,"(7.81142, 48.2536)",
709,Schloss Kirchberg (Kirchberg an der Jagst),Hohenlohe-Neuenstein-Kirchberg,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a264aab90>,Q2241863,,château,,,,"(9.98306, 49.2062)",
710,Schloss Langenburg,Hohenlohe-Neuenstein-Langenburg,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a264b0990>,Q2242050,"building in Langenburg, Stuttgart Government Region, Bade-Württemberg, Germany",château,,,,"(9.84319, 49.253)",
711,Schloss Löwenstein,Löwenstein-Wertheim-Rochefort,['Fürstentum'],"['DE-BY', 'DE-BW', 'BE']",<wptools.page.WPToolsPage object at 0x7f2a264b0d10>,Q1598638,"cultural heritage monument D-6-76-132-27 (0) in Kleinheubach, Bavaria",château,,,,"(9.21844, 49.7193)",
712,Schloss Neuenstein,Hohenlohe-Neuenstein,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a264b0350>,Q2242619,"building in Neuenstein, Stuttgart Government Region, Bade-Württemberg, Germany",castle,,,,"(9.57875, 49.204)",
713,Schloss Obersontheim,Limpurg-Sontheim,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a264b0e50>,Q2242798,,château,,,,"(9.89694, 49.0571)",
714,Schloss Schillingsfürst,Hohenlohe-Waldenburg-Schillingsfürst,['Grafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a264b0850>,Q14912575,,château,,,,"(10.2579, 49.2899)",
715,Schloss Waldenburg (Hohenlohe),Hohenlohe-Waldenburg,['Grafschaft'],"['DE-BW', 'DE-BY']",<wptools.page.WPToolsPage object at 0x7f2a264b0c90>,Q2243945,Castle in Germany,château,,,,"(9.64297, 49.191)",
716,Schloss Waldenburg (Sachsen),Waldenburg,['Grafschaft'],['DE-SN'],<wptools.page.WPToolsPage object at 0x7f2a264b0890>,Q2243938,,château,,,,"(12.60558333, 50.87519444)",
717,Schloss Wolfegg,Waldburg-Wolfegg-Wolfegg,"['Truchsess (Hofamt)', 'Truchsess']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a264b0c50>,Q1649788,"Renaissance castle next to the town of Wolfegg, Upper Swabia, Germany",château,,,,"(9.791683, 47.822922)",
718,Schottland,Schottland,,,<wptools.page.WPToolsPage object at 0x7f2a264b0510>,Q22,"country in Northwest Europe, part of the United Kingdom",nation within the UK,,,,"(-5, 57)",Edinburgh
719,Schwarzburg-Rudolstadt,Schwarzburg-Rudolstadt,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a264b8f90>,Q695316,principality,principality,+1599-01-01T00:00:00Z,+1919-01-01T00:00:00Z,,,Rudolstadt
720,Schwarzburg-Sondershausen,Schwarzburg-Sondershausen,['Grafschaft'],['DE-TH'],<wptools.page.WPToolsPage object at 0x7f2a264b0dd0>,Q630163,principality,principality,+1599-01-01T00:00:00Z,+1920-01-01T00:00:00Z,,,Sondershausen
721,Schwarzenberg (fränkisch-böhmisches Adelsgeschlecht),Schwarzenberg,['Fürstentum'],"['DE-BY', 'DE-BW', 'AT', 'CZ']",<wptools.page.WPToolsPage object at 0x7f2a264b0650>,Q668150,noble family,noble family,+1347-01-01T00:00:00Z,,,"(10.29796, 49.595034)",
722,Schweden,Schweden,,,<wptools.page.WPToolsPage object at 0x7f2a264bbb90>,Q34,sovereign state in northern Europe,sovereign state,+0700-00-00T00:00:00Z,,,"(15, 61)",Stockholm
723,Schwyz (Gemeinde),Schwyz,['Eidgenössischer Ort'],['CH'],<wptools.page.WPToolsPage object at 0x7f2a264bbe50>,Q68155,capital of the canton of Schwyz in Switzerland,municipality of Switzerland,,,,"(8.658332, 47.020546)",
724,Schwäbisch Gmünd#Geschichte der Reichsstadt,Schwäbisch Gmünd,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a26444f90>,Q4037,"town in Baden-Württemberg, Germany",big district town,+1200-00-00T00:00:00Z,,,"(9.8, 48.8)",
725,Schwäbisch Hall,Schwäbisch Hall,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a26444110>,Q14910,"town in Baden-Württemberg, Germany",big district town,+1280-01-01T00:00:00Z,,,"(9.7375, 49.112222222222)",
726,Schönburgische Herrschaften,Schönburgische,"['Herrschaft (Territorium)', 'Herrschaften']",['DE-ST'],<wptools.page.WPToolsPage object at 0x7f2a26445fd0>,Q2258892,,,,,,,
727,Seinsheim (Adelsgeschlecht),Seinsheim,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a26444290>,Q56292944,,noble family,,,,,
728,Siebzehner bei Welzheim,Welzheimer Siebzehner,,['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a26445350>,Q1777146,,farm,,,,,
729,Soest,Soest,"['Freie Reichsstadt', 'Freie Stadt']",['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a264bb8d0>,Q6149,"town in North Rhine-Westphalia, Germany",district capital,+1449-00-00T00:00:00Z,,,"(8.1091666666667, 51.571111111111)",
730,Solms (Adelsgeschlecht),Solms,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a26445d10>,Q315397,German noble family,countship,,,,,
731,Solms-Braunfels,Solms-Braunfels,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a26445d90>,Q463886,"county in Hesse, Germany",noble family,+1258-01-01T00:00:00Z,+1806-01-01T00:00:00Z,,,
732,Solms-Hohensolms,Solms-Hohensolms,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a26444d90>,Q97379902,,,,,,,
733,Solms-Hohensolms-Lich,Solms-Hohensolms-Lich,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a2644df50>,Q1530202,noble family,noble family,,,,,
734,Solms-Laubach,Solms-Laubach,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a26444f50>,Q828669,noble family,noble family,+1544-01-01T00:00:00Z,+1806-01-01T00:00:00Z,,,
735,Solothurn#Solothurn wird reichsfreie Stadt,Solothurn,"['Freie Reichsstadt', 'Reichsstadt']",['CH'],<wptools.page.WPToolsPage object at 0x7f2a2644dcd0>,Q68965,"city in Switzerland, capital of its canton",municipality of Switzerland,+1218-01-01T00:00:00Z,,,"(7.5375, 47.208055555556)",
736,Spanische Niederlande,Spanische Niederlande,,"['NL', 'BE', 'LU', 'FR']",<wptools.page.WPToolsPage object at 0x7f2a2644ded0>,Q622783,parts of the Netherlands held by the Spanish crown (1581-1714),state in the Holy Roman Empire,+1581-00-00T00:00:00Z,+1714-01-01T00:00:00Z,Catholic Church,,Brussels
737,Speyer,Speyer,['Freie Reichsstadt'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a2644dfd0>,Q6829,"town in Rhineland-Palatinate, Germany",Luther city,+0150-00-00T00:00:00Z,,,"(8.4311111111111, 49.319444444444)",
738,St. Gallen,Sankt Gallen,"['Freie Reichsstadt', 'Reichsstadt']",['CH'],<wptools.page.WPToolsPage object at 0x7f2a26450bd0>,Q25607,capital of St. Gallen canton in Switzerland,municipality of Switzerland,+0720-00-00T00:00:00Z,,,"(9.3772222222222, 47.423333333333)",
739,Stadt Hadmersleben,Hadmersleben,['Grafschaft'],['DE-ST'],<wptools.page.WPToolsPage object at 0x7f2a26455f50>,Q673201,human settlement,Ortsteil,+0961-00-00T00:00:00Z,,,"(11.301111111111, 51.991944444444)",
740,Stadt und Republik Bern,Bern,"['Freie Reichsstadt', 'Reichsstadt']",['CH'],<wptools.page.WPToolsPage object at 0x7f2a2644d5d0>,Q2326511,historical republic of Bern,historical country,+1191-00-00T00:00:00Z,+1798-03-05T00:00:00Z,,,
741,Stammliste des Hauses Runkel,Wied-Runkel,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a26455c50>,Q2329786,family,noble family,,,,,
742,Starkenburg (Provinz),Starkenburg,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a26455c10>,Q2332860,province of the Grand Duchy of Hesse,province of the Grand Duchy of Hesse,,,,,Darmstadt
743,Stedingen,Stedingen,['Landschaft'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f2a26455ed0>,Q897329,,,,,,,
744,Stift (Kirche),Stift,"['Abtei Saint-Maurice', 'Saint-Maurice']",['CH'],<wptools.page.WPToolsPage object at 0x7f2a2645bc10>,Q355437,charitable organization,,,,,,
745,Stift Corvey,Corvey,['Reichsabtei'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a2645b490>,Q15130492,,state in the Holy Roman Empire,,,,"(9.41, 51.77777778)",
746,Stift Gandersheim,Gandersheim,['Reichsstift'],['DE-NI'],<wptools.page.WPToolsPage object at 0x7f2a2645bf90>,Q315067,monastery,monastery,+0801-01-17T00:00:00Z,+1802-01-01T00:00:00Z,Lutheranism,"(10.026097222222, 51.870397222222)",
747,Stift Gernrode,Gernrode,['Frauenstift'],['DE-ST'],<wptools.page.WPToolsPage object at 0x7f2a2645b950>,Q997346,,Frauenstift,,,,"(11.1361, 51.7242)",
748,Stift Herford,Herford,['Frauenstift'],['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a2645b550>,Q316174,oldest women's religious house in the Duchy of Saxony,monastery,+1147-01-01T00:00:00Z,+1802-01-01T00:00:00Z,,"(8.67028, 52.1131)",
749,Stift Niedermünster (Regensburg),Niedermünster zu Regensburg,"['Stift (Kirche)', 'Reichsstift']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a2645be90>,Q457320,"building in Regensburg, Upper Palatinate, Germany",monastery,+1002-01-01T00:00:00Z,+1803-01-01T00:00:00Z,,"(12.1007, 49.0195)",
750,Stift Obermünster (Regensburg),Obermünster zu Regensburg,['Reichsabtei'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a2645ba90>,Q458092,"church building in Regensburg, Upper Palatinate, Germany",church building,+1315-01-01T00:00:00Z,+1810-01-01T00:00:00Z,,"(12.0953, 49.0159)",
751,Stift Quedlinburg,Quedlinburg,['Frauenstift'],['DE-ST'],<wptools.page.WPToolsPage object at 0x7f2a2645b910>,Q829708,monastery,monastery,+1001-01-17T00:00:00Z,,Catholicism,"(11.136805555556, 51.785944444444)",Quedlinburg
752,Stormarn (Gau),Stormarn,['Landschaft'],"['DE-SH', 'DE-HA']",<wptools.page.WPToolsPage object at 0x7f2a2645bed0>,Q1257977,,,,,,,
753,Straßburg#Im Mittelalter: Freie Reichsstadt,Straßburg,['Freie Reichsstadt'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a26460dd0>,Q6602,capital and largest city of the Grand Est region of France,commune of France,-0012-00-00T00:00:00Z,,,"(7.7522222222222, 48.573333333333)",
754,Sundgau,Sundgau,['Grafschaft'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a264608d0>,Q252268,historical region,historical country,+0900-00-00T00:00:00Z,+1200-00-00T00:00:00Z,,"(7.355, 48.08111111111111)",
755,Syców#Unter böhmischer Krone,Wartenberg,['Freie Standesherrschaft'],['PL'],<wptools.page.WPToolsPage object at 0x7f2a26460c10>,Q1001322,city of Poland,city,,,,"(17.716666666667, 51.3)",
756,Sélestat,Schlettstadt,"['Freie Reichsstadt', 'Reichsstadt']",['FR'],<wptools.page.WPToolsPage object at 0x7f2a26469dd0>,Q22737,"commune in Bas-Rhin, France",commune of France,+1201-01-01T00:00:00Z,,,"(7.4541666666667, 48.259444444444)",
757,Talschaft Urseren,Ursern,"['Reichsunmittelbarkeit', 'Reichsunmittelbare']",['CH-UR'],<wptools.page.WPToolsPage object at 0x7f2a26469790>,Q675685,valley,valley,,,,"(8.5333333333333, 46.633333333333)",
758,Tarasp#Geschichte,Tarasp,"['Herrschaft (Territorium)', 'Herrschaft']",['CH'],<wptools.page.WPToolsPage object at 0x7f2a26460590>,Q68372,former municipality of Switzerland,municipality of Switzerland,,,,"(10.2604, 46.7778)",
759,Thannhausen (Schwaben)#Ab 400 n. Chr.,Thannhausen,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a2646eed0>,Q266156,human settlement in Germany,urban municipality of Germany,,,,"(10.466666666667, 48.266666666667)",
760,Thurn und Taxis,Thurn und Taxis,['Fürstentum'],"['DE-BW', 'DE-BY', 'DE-HE', 'BE']",<wptools.page.WPToolsPage object at 0x7f2a2646ebd0>,Q2116135,German noble family,German noble family,+1608-01-01T00:00:00Z,+1806-01-01T00:00:00Z,,,
761,Toggenburger,Toggenburg,['Grafschaft'],['CH'],<wptools.page.WPToolsPage object at 0x7f2a2646ef90>,Q527658,noble family,noble family,+1209-01-01T00:00:00Z,+1468-01-01T00:00:00Z,,,
762,Toul,Toul,"['Freie Reichsstadt', 'Reichsstadt']",['FR'],<wptools.page.WPToolsPage object at 0x7f2a26470550>,Q154728,"commune in Meurthe-et-Moselle, France",commune of France,,,,"(5.891666667, 48.675)",
763,Truhendingen (Adelsgeschlecht),Truhendingen,['Grafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a26473fd0>,Q1386437,noble family,noble family,,,,,
764,Truhendingen (Adelsgeschlecht),Truhendingen,['Grafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a26473950>,Q1386437,noble family,noble family,,,,,
765,Turckheim#Geschichte,Türckheim,"['Freie Reichsstadt', 'Reichsstadt']",['FR'],<wptools.page.WPToolsPage object at 0x7f2a26470950>,Q157729,"commune in Haut-Rhin, France",commune of France,+1678-00-00T00:00:00Z,,,"(7.2805555555556, 48.086388888889)",
766,Ulm#Reichsstadt in der frühen Neuzeit (1500 bis 1802),Ulm,"['Freie Reichsstadt', 'Reichsstadt']",['DE'],<wptools.page.WPToolsPage object at 0x7f2a2647bfd0>,Q3012,city in Baden-Württemberg,big city,+1181-01-01T00:00:00Z,,,"(9.99155, 48.39841)",
767,Ungarn,Ungarn,,,<wptools.page.WPToolsPage object at 0x7f2a2647bb10>,Q28,country in Central Europe,sovereign state,+1000-12-00T00:00:00Z,,,"(19, 47)",Budapest
768,Unterwalden,Unterwalden,['Eidgenössischer Ort'],['CH'],<wptools.page.WPToolsPage object at 0x7f2a26480f90>,Q214069,geographic region and former canton of Switzerland,geographic region,+1315-01-01T00:00:00Z,+1798-01-01T00:00:00Z,,"(8.31, 46.87)",
769,Verden#Mittelalter und Frühe Neuzeit,Verden,"['Freie Reichsstadt', 'Reichsstadt']",['DE-NI'],<wptools.page.WPToolsPage object at 0x7f2a2647bc50>,Q486551,"municipality in Lower Saxony, Germany",district capital,,,,"(9.2305555555556, 52.921111111111)",
770,Verdun#Geschichte,Verdun,"['Freie Reichsstadt', 'Reichsstadt']",['FR'],<wptools.page.WPToolsPage object at 0x7f2a2647b190>,Q154748,"commune in Meuse, France",commune of France,,,,"(5.3827777777778, 49.159722222222)",
771,Vest Recklinghausen,Recklinghausen,"['Vest (Gerichtsbezirk)', 'Vest']",['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a2647bb50>,Q514557,,historical country,,,,,
772,Vogtei Rheintal,Vogtei Rheintal,['Gemeine Herrschaft'],['CH-SG'],<wptools.page.WPToolsPage object at 0x7f2a2647b3d0>,Q2530287,,Gemeine Herrschaft,+1464-01-01T00:00:00Z,+1798-01-01T00:00:00Z,,,
773,Vogtland,Vogtland,['Reichsland'],"['DE-SN', 'DE-TH', 'DE-BY']",<wptools.page.WPToolsPage object at 0x7f2a26403fd0>,Q708317,german region,geographic region,,+1563-01-01T00:00:00Z,,,Weida
774,Vorderösterreich,Vorderösterreich,"['Landvogtei', 'Lande']","['DE-BW', 'DE-BY', 'FR', 'AT']",<wptools.page.WPToolsPage object at 0x7f2a26403b50>,Q660702,historical provinces of the House of Habsburg,historical region,+1278-00-00T00:00:00Z,,,"(8.913607, 47.418359)",
775,Vorpommern,Vorpommern,['Herzogtum'],"['DE-MV', 'PL']",<wptools.page.WPToolsPage object at 0x7f2a26403f90>,Q150108,historical region,historical region,,,,"(13.38333333, 54.08333333)",
776,Waadt#Geschichte,Waadt,"['Herrschaft (Territorium)', 'Herrschaft']",['CH'],<wptools.page.WPToolsPage object at 0x7f2a26403350>,Q12771,canton of Switzerland,canton of Switzerland,+1803-00-00T00:00:00Z,,,"(6.55, 46.616666666667)",Lausanne
777,Waldburg-Scheer,Friedberg-Scheer,"['Grafschaft', 'gefürstete Reichsgrafschaft']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a2640ce50>,Q314982,countship,countship,+1612-01-01T00:00:00Z,+1717-01-01T00:00:00Z,,,
778,Waldburg-Trauchburg,Waldburg-Zeil-Trauchburg,"['Truchsess (Hofamt)', 'Truchsess']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a2640c590>,Q822269,,,+1424-01-01T00:00:00Z,+1772-01-01T00:00:00Z,,,
779,Waldburg-Wolfegg,Waldburg-Wolfegg,"['Truchsess (Hofamt)', 'Truchsess']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a2640c3d0>,Q882674,"county of the Holy Roman Empire in Baden-Württemberg, Germany",noble family,+1589-01-01T00:00:00Z,+1798-01-01T00:00:00Z,,,
780,Waldburg-Zeil,Waldburg-Zeil,"['Truchsess (Hofamt)', 'Truchsess']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a2640c810>,Q896782,family,noble family,+1589-01-01T00:00:00Z,+1806-01-01T00:00:00Z,,,Leutkirch im Allgäu
781,Waldburg-Zeil-Wurzach,Waldburg-Zeil-Wurzach,"['Truchsess (Hofamt)', 'Truchsess']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a2640ced0>,Q896782,family,noble family,+1589-01-01T00:00:00Z,+1806-01-01T00:00:00Z,,,Leutkirch im Allgäu
782,Waldeck,Waldeck,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a2640c8d0>,Q165763,former principality in Germany,principality,+1180-01-01T00:00:00Z,+1918-01-01T00:00:00Z,,"(11.782778, 50.9125)",Waldeck
783,Wangen im Allgäu#Reichsstadt Wangen in der frühen Neuzeit,Wangen,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a2640c7d0>,Q165015,municipality in Germany,big district town,+1286-01-01T00:00:00Z,,,"(9.8341666666667, 47.685833333333)",
784,Wasserschloss Waldsee,Waldburg-Wolfegg-Waldsee,"['Truchsess (Hofamt)', 'Truchsess']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a26413f50>,Q17326914,,château,,,,"(9.7506, 47.92)",
785,Weil der Stadt#Mittelalter,Weil der Stadt,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a2640cf50>,Q505147,"town in Baden-Württemberg, Germany",urban municipality of Germany,+1201-01-01T00:00:00Z,,,"(8.8705555555556, 48.750833333333)",
786,Weißenburg im Nordgau,Weißenburg im Nordgau,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a26413350>,Q44500,"town in Bavaria, Germany",big district town,+1296-01-01T00:00:00Z,,,"(10.971944444444, 49.030555555556)",
787,Welzheim#Geschichte,Welzheim,"['Reichsunmittelbarkeit', 'Reichsunmittelbare']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a26418f90>,Q82421,municipality in Germany,urban municipality of Germany,,,,"(9.6344444444444, 48.874722222222)",
788,"Wetzlar#Spätmittelalter, Reichsstadt, Reichskammergericht",Wetzlar,"['Freie Reichsstadt', 'Reichsstadt']",['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a26418d90>,Q4178,"seat of Lahn-Dill-Kreis and city in Hesse, Germany",district capital,,,,"(8.5, 50.56666666666667)",
789,Wildenberg (Adelsgeschlecht),Wildenberg,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-NW'],<wptools.page.WPToolsPage object at 0x7f2a26419f90>,Q1395179,noble family,noble family,,,,,
790,Wildenburger Land,Wildenburg,"['Herrschaft (Territorium)', 'Herrschaft']",['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a26418350>,Q876212,,herrschaft,,,,,
791,Wildgrafen,Wildgrafen,['Grafschaft'],['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a26419f50>,Q682284,noble family,noble family,,,,,
792,Wissembourg#Geschichte,Weißenburg im Elsass,"['Freie Reichsstadt', 'Reichsstadt']",['FR'],<wptools.page.WPToolsPage object at 0x7f2a26418e50>,Q22636,"commune in Bas-Rhin, France",commune of France,,,,"(7.9461111111111, 49.0375)",
793,Wolfstein (Adelsgeschlecht),Wolfstein,['Grafschaft'],['DE-BY'],<wptools.page.WPToolsPage object at 0x7f2a26421b90>,Q1686772,family,noble family,,,,,
794,Worms,Worms,"['Freie Reichsstadt', 'Reichsstadt']",['DE-RP'],<wptools.page.WPToolsPage object at 0x7f2a26421390>,Q3852,"town in Rhineland-Palatinate, Germany",Luther city,+1074-00-00T00:00:00Z,,,"(8.3652777777778, 49.631944444444)",
795,Wunstorf#Geschichte,Wunstorf,['Grafschaft'],[],<wptools.page.WPToolsPage object at 0x7f2a26424f90>,Q14827,"town in Lower Saxony, Germany",independent community,,,,"(9.43585, 52.42377)",
796,Württemberg,Württemberg,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a26424c90>,Q159626,Describes Württemberg in different forms from 1092 until 1945 - not to be confused with articles on parts of this period.,state in the Holy Roman Empire,+1083-00-00T00:00:00Z,,,"(9.17944, 48.7786)",Stuttgart
797,Württemberg-Mömpelgard (Grafschaft),Mömpelgard,['Grafschaft'],['FR'],<wptools.page.WPToolsPage object at 0x7f2a26424dd0>,Q589251,feudal county,countship,+1042-01-01T00:00:00Z,+1793-01-01T00:00:00Z,,"(6.79888889, 47.51027778)",Montbéliard
798,Ysenburg-Büdingen-Büdingen,Ysenburg-Büdingen-Büdingen,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a26424e50>,Q20160256,family,noble family,,,,,
799,Ysenburg-Büdingen-Marienborn,Ysenburg-Büdingen-Marienborn,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a2642bed0>,Q18029930,family,noble family,,,,,
800,Ysenburg-Büdingen-Meerholz,Ysenburg-Büdingen-Meerholz,['Grafschaft'],['DE-HE'],<wptools.page.WPToolsPage object at 0x7f2a2642b590>,Q17048445,family,noble family,,,,,
801,Zell am Harmersbach#Zell,Zell am Harmersbach,"['Freie Reichsstadt', 'Reichsstadt']",['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a2642bf10>,Q187544,municipality in Germany,urban municipality of Germany,+1218-01-01T00:00:00Z,,,"(8.0638888888889, 48.346666666667)",
802,Zweibrücken-Bitsch,Zweibrücken-Bitsch,['Grafschaft'],"['DE-SL', 'DE-RP', 'FR']",<wptools.page.WPToolsPage object at 0x7f2a2642f190>,Q232332,Holy Roman Empire countship,countship,+1286-00-00T00:00:00Z,+1570-00-00T00:00:00Z,,,
803,Öhringen,Hohenlohe-Neuenstein-Öhringen,['Grafschaft'],['DE-BW'],<wptools.page.WPToolsPage object at 0x7f2a2642b910>,Q294783,city in Germany,big district town,,,,"(9.5, 49.2)",
804,Österreich unter der Enns,Niederösterreich,['Erzherzogtum'],['AT'],<wptools.page.WPToolsPage object at 0x7f2a2642fd90>,Q1516551,aspect of history,aspect of history,,,,,
805,Österreichische Niederlande,Österreichische Niederlande,,"['BE', 'LU']",<wptools.page.WPToolsPage object at 0x7f2a2642fc50>,Q700283,major part of the Southern Netherlands between 1714 and 1797,state in the Holy Roman Empire,+1714-01-01T00:00:00Z,+1795-00-00T00:00:00Z,Catholic Church,,Brussels
806,Überlingen#Freie Reichsstadt,Überlingen,"['Freie Reichsstadt', 'Reichsstadt']",['DE'],<wptools.page.WPToolsPage object at 0x7f2a26435f50>,Q332952,"city in Baden-Württemberg, Deutschland",urban municipality of Germany,+1268-01-01T00:00:00Z,,,"(9.1583333333333, 47.766666666667)",
